Series Name,Series Code,Country Name,Country Code,,,,,,,,,,,,,,,,,,
SL.TLF.CACT.FM.ZS,CC BY-4.0,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),,,"Given the exceptional situation, including the scarcity of relevant data, the  ILO modeled estimates and projections from 2020 onwards are subject to substantial uncertainty.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SL.TLF.CACT.FM.NE.ZS,CC BY-4.0,Ratio of female to male labor force participation rate (%) (national estimate),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
PX.REX.REER,CC BY-4.0,Real effective exchange rate index (2010 = 100),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FR.INR.RINR,CC BY-4.0,Real interest rate (%),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SM.POP.REFG,CC BY-4.0,Refugee population by country or territory of asylum,"Refugees are people who are recognized as refugees under the 1951 Convention Relating to the Status of Refugees or its 1967 Protocol, the 1969 Organization of African Unity Convention Governing the Specific Aspects of Refugee Problems in Africa, people recognized as refugees in accordance with the UNHCR statute, people granted refugee-like humanitarian status, and people provided temporary protection. Asylum seekers -- people who have applied for asylum or refugee status and who have not yet received a decision or who are registered as asylum seekers--are excluded. Palestinian refugees are people (and their descendants) whose residence was Palestine between June 1946 and May 1948 and who lost their homes and means of livelihood as a result of the 1948 Arab-Israeli conflict. Country of asylum is the country where an asylum claim was filed and granted.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
The United Nations High Commissioner for Refugees (UNHCR) collects and maintains data on refugees, except for Palestinian refugees residing in areas under the mandate of the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA). Registration is voluntary, and estimates by the UNRWA are not an accurate count of the Palestinian refugee population. The data shows estimates of refugees collected by the UNHCR, complemented by estimates of Palestinian refugees under the UNRWA mandate. Thus,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Statistics concerning the former USSR have been reported under the Russian Federation, those concerning the former Czechoslovakia have been reported under the Czech Republic and those concerning the former Yugoslavia and 'Serbia and Montenegro' have been reported under Serbia. Since 2006, separate statistics are available for Serbia and for Montenegro. Prior to 2006," no separate statistics are available and both countries have been reported under Serbia.""",,,,,,,,,,,,,,,,,,
SM.POP.REFG.OR,CC BY-4.0,Refugee population by country or territory of origin,,"The refugee population category from 2007 onwards also includes people in a refugee-like situation, most of who were previously included in the Others of concern group. This sub-category is descriptive in nature and includes groups of persons who are outside their country or territory of origin and who face protection risks similar to those of refugees, but for whom refugee status has, for practical or other reasons, not been ascertained.

Statistics concerning the former USSR have been reported under the Russian Federation, those concerning the former Czechoslovakia have been reported under the Czech Republic and those concerning the former Yugoslavia and 'Serbia and Montenegro' have been reported under Serbia. Since 2006, separate statistics are available for Serbia and for Montenegro. Prior to 2006, no separate statistics are available and both countries have been reported under Serbia.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
RQ.EST,CC BY-4.0,Regulatory Quality: Estimate,,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
RQ.NO.SRC,CC BY-4.0,Regulatory Quality: Number of Sources,,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
RQ.PER.RNK,CC BY-4.0,Regulatory Quality: Percentile Rank,,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
RQ.PER.RNK.LOWER,CC BY-4.0,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
RQ.PER.RNK.UPPER,CC BY-4.0,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
RQ.STD.ERR,CC BY-4.0,Regulatory Quality: Standard Error,,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
EG.ELC.RNEW.ZS,Use and distribution of these data are subject to IEA terms and conditions.,Renewable electricity output (% of total electricity output),,,,,,https://www.iea.org/terms,,,,,,,,,,,,,
EG.FEC.RNEW.ZS,CC BY-4.0,Renewable energy consumption (% of total final energy consumption),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
ER.H2O.INTR.PC,CC BY-4.0,Renewable internal freshwater resources per capita (cubic meters),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
ER.H2O.INTR.K3,CC BY-4.0,"Renewable internal freshwater resources, total (billion cubic meters)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.REPT.FE.ZS,CC BY-4.0,"Repeaters, primary, female (% of female enrollment)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.REPT.MA.ZS,CC BY-4.0,"Repeaters, primary, male (% of male enrollment)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.REPT.ZS,CC BY-4.0,"Repeaters, primary, total (% of total enrollment)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
GB.XPD.RSDV.GD.ZS,CC BY-4.0,Research and development expenditure (% of GDP),, and experimental development.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
(1) Basic research - Basic research is experimental or theoretical work undertaken primarily to acquire new knowledge of the underlying foundation of phenomena and observable facts, without any particular application or use in view,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
(2) Applied research - Applied research is also original investigation undertaken in order to acquire new knowledge; it is, however, directed primarily towards a specific practical aim or objective.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
(3) Experimental development - Experimental development is systematic work, drawing on existing knowledge gained from research and/or practical experience, which is directed to producing new materials, products or devices,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
The fields of science and technology used to classify R&D according to the Revised Fields of Science and Technology Classification are:,,,,,,,,,,,,,,,,,,,,,
1. Natural sciences;,,,,,,,,,,,,,,,,,,,,,
2. Engineering and technology;,,,,,,,,,,,,,,,,,,,,,
3. Medical and health sciences;,,,,,,,,,,,,,,,,,,,,,
4. Agricultural sciences;,,,,,,,,,,,,,,,,,,,,,
5. Social sciences;,,,,,,,,,,,,,,,,,,,,,
6. Humanities and the arts.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"The data are obtained through statistical surveys which are regularly conducted at national level covering R&D performing entities in the private and public sectors.""",Expenditure on research and development (R&D) is a key indicator of government and private sector efforts to obtain competitive advantage in science and technology.,"Estimates of the resources allocated to R&D are affected by national characteristics such as the periodicity and coverage of national R&D surveys across institutional sectors and industries; and the use of different sampling and estimation methods. R&D typically involves a few large performers, hence R&D surveys use various techniques to maintain up-to-date registers of known performers, while attempting to identify new or occasional performers. 

R&D totals from SNA accounts may differ from these estimates, due in part to the different treatments of software R&D in the totals.",,,,,,,,,,,,,,,,,,,
SP.POP.SCIE.RD.P6,CC BY-4.0,Researchers in R&D (per million people),, and experimental development.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
(1) Basic research - Basic research is experimental or theoretical work undertaken primarily to acquire new knowledge of the underlying foundation of phenomena and observable facts, without any particular application or use in view.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
(2) Applied research - Applied research is also original investigation undertaken in order to acquire new knowledge; it is, however, directed primarily towards a specific practical aim or objective.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
(3) Experimental development - Experimental development is systematic work, drawing on existing knowledge gained from research and/or practical experience, which is directed to producing new materials, products or devices,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
The fields of science and technology used to classify R&D according to the Revised Fields of Science and Technology Classification are:,,,,,,,,,,,,,,,,,,,,,
1. Natural sciences;,,,,,,,,,,,,,,,,,,,,,
2. Engineering and technology;,,,,,,,,,,,,,,,,,,,,,
3. Medical and health sciences;,,,,,,,,,,,,,,,,,,,,,
4. Agricultural sciences;,,,,,,,,,,,,,,,,,,,,,
5. Social sciences;,,,,,,,,,,,,,,,,,,,,,
6. Humanities and the arts.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Data are for full-time equivalent (FTE); the FTE of R&D personnel is defined as the ratio of working hours actually spent on R&D during a specific reference period (usually a calendar year) divided by the total number of hours conventionally worked in the same period by an individual or by a group. ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"The data are obtained through statistical surveys which are regularly conducted at national level covering R&D performing entities in the private and public sectors.""",,"Estimates of the resources allocated to R&D are affected by national characteristics such as the periodicity and coverage of national R&D surveys across institutional sectors and industries; and the use of different sampling and estimation methods. R&D typically involves a few large performers, hence R&D surveys use various techniques to maintain up-to-date registers of known performers, while attempting to identify new or occasional performers.",,,,,,,,,,,,,,,,,,,
GC.REV.XGRT.GD.ZS,CC BY-4.0,"Revenue, excluding grants (% of GDP)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
GC.REV.XGRT.CN,CC BY-4.0,"Revenue, excluding grants (current LCU)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.SGR.CRSK.ZS,CC BY-4.0,Risk of catastrophic expenditure for surgical care (% of people at risk),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.SGR.IRSK.ZS,CC BY-4.0,Risk of impoverishing expenditure for surgical care (% of people at risk),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FR.INR.RISK,CC BY-4.0,"Risk premium on lending (lending rate minus treasury bill rate, %)",,"Countries use a variety of reporting formats, sample designs, interest compounding formulas, averaging methods, and data presentations for indices and other data series on interest rates. The IMF's Monetary and Financial Statistics Manual does not provide guidelines beyond the general recommendation that such data should reflect market prices and effective (rather than nominal) interest rates and should be representative of the financial assets and markets to be covered. For more information, please see http://www.imf.org/external/pubs/ft/mfs/manual/index.htm.",,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,
RL.EST,CC BY-4.0,Rule of Law: Estimate,,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
RL.NO.SRC,CC BY-4.0,Rule of Law: Number of Sources,,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
RL.PER.RNK,CC BY-4.0,Rule of Law: Percentile Rank,,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
RL.PER.RNK.LOWER,CC BY-4.0,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
RL.PER.RNK.UPPER,CC BY-4.0,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
RL.STD.ERR,CC BY-4.0,Rule of Law: Standard Error,,,,,"The Worldwide Governance Indicators (WGI) are a research dataset summarizing the views on the quality of governance provided by a large number of enterprise, citizen and expert survey respondents in industrial and developing countries. These data are gathered from a number of survey institutes, think tanks, non-governmental organizations, international organizations, and private sector firms. The WGI do not reflect the official views of the Natural Resource Governance Institute, the Brookings Institution, the World Bank, its Executive Directors, or the countries they represent. The WGI are not used by the World Bank Group to allocate resources.",,Worldwide Governance Indicators website (https://info.worldbank.org/governance/wgi/),,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,
AG.LND.TOTL.RU.K2,CC BY-4.0,Rural land area (sq. km),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
AG.LND.EL5M.RU.ZS,CC BY-4.0,Rural land area where elevation is below 5 meters (% of total land area),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
AG.LND.EL5M.RU.K2,CC BY-4.0,Rural land area where elevation is below 5 meters (sq. km),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SP.RUR.TOTL,CC BY-4.0,Rural population,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Most countries use an urban classification related to the size or characteristics of settlements. Some define urban areas based on the presence of certain infrastructure and services. And other countries designate urban areas based on administrative arrangements. Because of national differences in the characteristics that distinguish urban from rural areas, the distinction between urban and rural population is not amenable to a single definition that would be applicable to all countries.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Rural population methodology is defined by various national statistical offices. In the United States, for example, the US Census Bureau's urban-rural classification is fundamentally a delineation of geographical areas," identifying both individual urban areas and the rural areas of the nation. ""Rural"" encompasses all population",,,,,,,,,,,,,,,,,,
SP.RUR.TOTL.ZS,CC BY-4.0,Rural population (% of total population),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Most countries use an urban classification related to the size or characteristics of settlements. Some define urban areas based on the presence of certain infrastructure and services. And other countries designate urban areas based on administrative arrangements. Because of national differences in the characteristics that distinguish urban from rural areas, the distinction between urban and rural population is not amenable to a single definition that would be applicable to all countries.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Rural population methodology is defined by various national statistical offices. In the United States, for example, the US Census Bureau's urban-rural classification is fundamentally a delineation of geographical areas," identifying both individual urban areas and the rural areas of the nation. ""Rural"" encompasses all population",,,,,,,,,,,,,,,,,,
SP.RUR.TOTL.ZG,CC BY-4.0,Rural population growth (annual %),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Most countries use an urban classification related to the size or characteristics of settlements. Some define urban areas based on the presence of certain infrastructure and services. And other countries designate urban areas based on administrative arrangements. Because of national differences in the characteristics that distinguish urban from rural areas, the distinction between urban and rural population is not amenable to a single definition that would be applicable to all countries.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Rural population methodology is defined by various national statistical offices. In the United States, for example, the US Census Bureau's urban-rural classification is fundamentally a delineation of geographical areas," identifying both individual urban areas and the rural areas of the nation. ""Rural"" encompasses all population",,,,,,,,,,,,,,,,,,
EN.POP.EL5M.RU.ZS,CC BY-4.0,Rural population living in areas where elevation is below 5 meters (% of total population),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
CM.MKT.INDX.ZG,CC BY-4.0,S&P Global Equity Indices (annual % change),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRE.ENRR,CC BY-4.0,"School enrollment, preprimary (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRE.ENRR.FE,CC BY-4.0,"School enrollment, preprimary, female (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRE.ENRR.MA,CC BY-4.0,"School enrollment, preprimary, male (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.ENRR,CC BY-4.0,"School enrollment, primary (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.NENR,CC BY-4.0,"School enrollment, primary (% net)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.ENR.PRIM.FM.ZS,CC BY-4.0,"School enrollment, primary (gross), gender parity index (GPI)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.ENR.PRSC.FM.ZS,CC BY-4.0,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.ENRR.FE,CC BY-4.0,"School enrollment, primary, female (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.NENR.FE,CC BY-4.0,"School enrollment, primary, female (% net)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.ENRR.MA,CC BY-4.0,"School enrollment, primary, male (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.NENR.MA,CC BY-4.0,"School enrollment, primary, male (% net)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.PRIV.ZS,CC BY-4.0,"School enrollment, primary, private (% of total primary)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.ENRR,CC BY-4.0,"School enrollment, secondary (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.NENR,CC BY-4.0,"School enrollment, secondary (% net)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.ENR.SECO.FM.ZS,CC BY-4.0,"School enrollment, secondary (gross), gender parity index (GPI)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.ENRR.FE,CC BY-4.0,"School enrollment, secondary, female (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.NENR.FE,CC BY-4.0,"School enrollment, secondary, female (% net)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.ENRR.MA,CC BY-4.0,"School enrollment, secondary, male (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.NENR.MA,CC BY-4.0,"School enrollment, secondary, male (% net)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.PRIV.ZS,CC BY-4.0,"School enrollment, secondary, private (% of total secondary)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.TER.ENRR,CC BY-4.0,"School enrollment, tertiary (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.ENR.TERT.FM.ZS,CC BY-4.0,"School enrollment, tertiary (gross), gender parity index (GPI)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.TER.ENRR.FE,CC BY-4.0,"School enrollment, tertiary, female (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.TER.ENRR.MA,CC BY-4.0,"School enrollment, tertiary, male (% gross)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
IP.JRN.ARTC.SC,CC BY-4.0,Scientific and technical journal articles,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.DURS,CC BY-4.0,"Secondary education, duration (years)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.ENRL.GC,CC BY-4.0,"Secondary education, general pupils",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.ENRL.GC.FE.ZS,CC BY-4.0,"Secondary education, general pupils (% female)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.ENRL,CC BY-4.0,"Secondary education, pupils",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.ENRL.FE.ZS,CC BY-4.0,"Secondary education, pupils (% female)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.TCHR,CC BY-4.0,"Secondary education, teachers",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.TCHR.FE.ZS,CC BY-4.0,"Secondary education, teachers (% female)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.TCHR.FE,CC BY-4.0,"Secondary education, teachers, female",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.ENRL.VO,CC BY-4.0,"Secondary education, vocational pupils",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.SEC.ENRL.VO.FE.ZS,CC BY-4.0,"Secondary education, vocational pupils (% female)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
BX.TRF.CURR.CD,CC BY-4.0,"Secondary income receipts (BoP, current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
BM.TRF.PRVT.CD,CC BY-4.0,"Secondary income, other sectors, payments (BoP, current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
